"bin","temp_ym_0m","temp_ym_surf","temp_ym_surfsub","temp_ym_sub"
4,2.0504505828442,1.94285590354664,1.89778111417778,2.31416883554465
12,1.70724058030527,1.56637450091541,1.52003250293162,1.86778091126335
20,0.583298282095154,0.502728258251833,0.48882551932397,0.852501142713202
28,0.388236765709395,0.347060681402412,0.371983385242832,0.7765867349032
36,0.793920803746829,0.714130930787845,0.6840209784545,0.99542607034867
44,1.12203213821951,1.00663284909612,0.953804987863017,1.25531652855609
52,0.974803686945428,0.863545965427378,0.813254827162406,1.12958893180801
60,0.877547584244166,0.785593101255751,0.765983652326007,1.08396627483734
68,0.822538972074205,0.760598521595045,0.774174505623523,1.27265945087808
76,1.11895624834181,1.07230981384802,1.08198533196701,1.37992854076593
84,1.54264101132945,1.42425877706924,1.36796882276346,1.62721479683338
92,1.90938405507244,1.7856983275211,1.742883566857,2.11785844301339
100,1.49974075655278,1.41158864744202,1.40122008481752,1.79437310150824
108,1.4554912905007,1.35596894354181,1.3428426436102,1.78261528198442
116,1.7315818597811,1.68228163180097,1.67620041038414,2.1305432126867
124,2.19442192334992,2.08811937117328,2.1245714667098,2.60367369627658
132,1.62933938729111,1.4684248557842,1.38930801962774,1.62048095091447
140,0.69149893420438,0.622131462330969,0.61074376775107,0.978059667500202
148,0.601158118273209,0.533082380526418,0.514848187677562,0.853551178116177
156,0.535558164282896,0.45070019181973,0.390258329915814,0.638673755864923
164,0.86040512802933,0.758423733735302,0.721970823196655,1.08452806853806
172,0.995975633582178,0.891263575774307,0.826415533192145,1.03413593640939
180,1.02493653743916,0.92160682403172,0.884324071376856,1.18321037045564
188,1.20666011589618,1.16852691265007,1.23249623128097,1.86179612732337
196,1.48791759215421,1.3958840740084,1.38000757852001,1.7715035813814
204,1.90622864070038,1.78320908920684,1.70240685207536,2.07169720392131
212,2.01235752679408,1.89525820704332,1.86558949136796,2.28574660941764
220,1.38464945049568,1.25026112316487,1.18652950233586,1.4388818051635
228,1.25627804624227,1.1898147231387,1.22391533703078,1.79290583982443
236,1.37568361584136,1.32056377539149,1.29633611897317,1.68422447703468
244,1.72739511804034,1.60245255075977,1.5738112104589,1.9219858992123
252,1.15443912748572,1.0221727649821,0.969768597526321,1.29785658309532
260,1.04444745096223,0.948390917757836,0.936386122565988,1.3374037655523
268,0.500589059292494,0.425323370896125,0.398912676611993,0.721757825255821
276,0.682036623117165,0.612654855440681,0.605465625499686,1.03349207215651
284,1.396521748524,1.317640772499,1.29671510193798,1.66130247092786
292,1.28646741661631,1.16062893292479,1.09329810110154,1.31617147941414
300,1.82973743608008,1.71612685432968,1.72535338321002,2.26633177259782
308,1.28902794380556,1.21645725517068,1.20879407595901,1.6482337297604
316,1.73866461541814,1.64381875142426,1.63005043279336,2.04043986329576
324,2.07215417016298,1.99141837032512,1.96052922318301,2.39744008759658
332,2.34946180572112,2.2028328249976,2.15222507945728,2.5344908518934
340,1.26603314138056,1.15421759056898,1.12391793117529,1.42730201631959
