"bin","temp_ym_0m","temp_ym_surf","temp_ym_surfsub","temp_ym_sub"
4,24.6223362730868,24.0693397442056,22.5350451549338,19.1552827957622
12,23.963645824507,23.3997779904797,21.8938225114812,18.516010759929
20,22.8439578090966,22.3251509440012,20.8540232740967,17.3996490712938
28,22.5658852601185,22.0485720714377,20.6250190721544,17.2449941701729
36,23.0922545973815,22.5529324422335,21.0820179611611,17.7129246589192
44,23.2825249480136,22.7492039017171,21.2304749075927,17.8254382490446
52,23.0909216510517,22.5573585979099,21.070437644447,17.720965386769
60,23.1039457840626,22.5563533186247,21.0955509633325,17.7626586839473
68,23.3632678186427,22.8405087367116,21.3416312087182,17.8012974541946
76,23.5226566551784,22.9938796259171,21.4966065390816,18.096760367548
84,23.722984816109,23.1515805255101,21.650035080297,18.2522299809163
92,24.322663837305,23.7558281887843,22.1458671372696,18.5811246253925
100,23.9197459913499,23.3505792204894,21.8439457309979,18.465440042858
108,24.1821612379404,23.5961686699084,22.0587287415339,18.5739775623023
116,24.8828133577741,24.3209759802792,22.7426613895587,19.1999748365839
124,24.7387733965613,24.1398893494846,22.6534930793933,19.2904377103518
132,23.8196898825342,23.2482368253463,21.6837827639873,18.1992113776713
140,23.0267286846758,22.492240821849,20.9951634819947,17.5549190071042
148,22.9266471116902,22.3791299145981,20.9498167490826,17.6028892794135
156,22.7972762797798,22.2454864099705,20.7479473532245,17.3039204701365
164,23.0967137334067,22.5551066332023,21.025040344153,17.5916626786386
172,22.9637408882546,22.4180966462503,20.9850102882811,17.708351690676
180,23.3501329635109,22.776211041978,21.2356931324112,17.7784599565261
188,24.2626486543837,23.7041898666147,22.1302250350654,18.5276762080592
196,24.0483038159056,23.4614080676819,21.9955327084611,18.6047529441684
204,24.4694808741522,23.8858349949288,22.2741263392251,18.6894819576647
212,24.6721239889134,24.0723482829898,22.4476512131078,19.0458303576741
220,23.5311980540526,22.9485795324741,21.491481322816,18.1985860949788
228,24.2964685282894,23.7409766119952,22.1434775291208,18.3970304254713
