"bin","temp_ym_0m","temp_ym_surf","temp_ym_surfsub","temp_ym_sub"
236,24.1495930096291,23.5952892583176,22.0948591445411,18.6816129964157
244,24.0972472728964,23.5143653307547,21.9916344088549,18.5644938146602
252,23.3481338210612,22.8021362560421,21.2613491292772,17.8181542804121
260,23.3547949497926,22.8053117237944,21.3176460798892,17.9434710201604
268,22.6211640501822,22.0890127480363,20.6549728742525,17.3523762039632
276,23.1293436455327,22.6055001027091,21.1122230657652,17.6162656232631
284,23.8482296093882,23.3084762642503,21.7695141344763,18.3105390631287
292,23.3323691570559,22.7688330285376,21.3021695507305,18.0021783466446
300,24.5120083126942,23.9458381037472,22.3411820361068,18.6903989248436
308,23.8915868418177,23.332928677511,21.8285005279093,18.4189744182139
316,24.5765692481782,23.9794727956783,22.4603108840282,18.9977765336383
324,24.9012606556855,24.3303483051961,22.7476664708313,19.2389307981097
332,24.9086054983086,24.31533635262,22.8183648306564,19.4947486643019
340,23.7070707981813,23.1465896867507,21.5969503178943,18.0979991505266
348,23.4748026125924,22.9374100189635,21.4185605155689,17.9476001675568
356,22.6045745231586,22.0803937392528,20.6430451110755,17.2932333573283
364,23.0679657525856,22.5335883934405,21.0655699135871,17.718626627043
372,23.7060874720525,23.1511847280257,21.6359093242517,18.2548804815921
380,24.0357524629412,23.4894788571576,21.9557422792445,18.5056925379364
388,24.1432511793169,23.5910672768534,22.0796960319221,18.5954877304631
396,24.6125375012446,24.0611620562037,22.5187563030413,18.9492799609733
404,24.7626586253417,24.2072487277026,22.6807711350851,19.2191209167076
412,24.8389744039354,24.2634210479992,22.7244784565611,19.2787841232129
420,24.7168278481041,24.1549953775033,22.57238730372,19.1356664156781
428,23.7453675856137,23.202328500801,21.7252437096068,18.293833427589
436,23.0070856603164,22.4873547514058,21.0208927106591,17.5076627531531
444,23.1222158690405,22.581082526532,21.1095642470781,17.7015626377234
452,23.1038529446671,22.5644476653477,21.0440295928017,17.6118402414482
460,23.0857302929436,22.5369408450313,21.0664659958312,17.7394909578995
468,23.2154017200683,22.6530251369796,21.1405041617388,17.6975802735909
476,24.1395692385775,23.5911513800062,22.0329125180591,18.4640214962666
484,23.7327071701348,23.1611290723918,21.6970437705184,18.3237007396847
492,24.6860251426697,24.1171333696589,22.4966521862499,18.8962417754381
500,23.9632335228627,23.3975144737926,21.8721810692515,18.5074102212597
508,24.0027966632523,23.4238436368591,21.8993747793762,18.4498099708024
516,24.3639419318577,23.8234471928474,22.2659393382472,18.7005190223289
524,23.6246096048941,23.0903775412277,21.5965815069955,18.2052774416002
532,22.9724213317786,22.4352901195015,20.9529844449219,17.5916460852383
540,23.291336523088,22.7427997669028,21.2224133134554,17.8170959390076
548,23.4178927037969,22.8779834861862,21.3909192378295,17.9823552576523
556,24.1007824610065,23.5282441903759,22.0368640968919,18.5962726390562
564,24.74472983323,24.1897477943804,22.6098189087553,18.9638956605389
572,24.3839927558792,23.808040225972,22.2539765754892,18.8395969294969
580,24.3615963871919,23.7505502620889,22.21980977458,18.8511337021876
588,24.959549437688,24.3698599644879,22.7238324727426,19.0456721782684
596,23.922163174805,23.3371738521746,21.845095570527,18.4232014277794
604,24.4635215684688,23.8614181553185,22.2661528400869,18.6733730891563
612,24.8776303429843,24.2881659156117,22.6800912971603,19.2219149600194
620,24.2494592000652,23.6674691898197,22.1942106305554,18.8851444175124
628,23.2806988068799,22.7225377373189,21.186185430548,17.7091914168949
636,22.7826129657596,22.2607762160914,20.8004367631241,17.3809794993374
644,22.670345546147,22.1399119033494,20.7029237613998,17.3614264480229
652,22.7011588538825,22.1532416783232,20.6785640396885,17.3533967247222
660,22.861211558294,22.3249187549399,20.8193003625177,17.3980990468457
668,22.4500802855252,21.8975154620975,20.4751779726764,17.2137847412898
676,23.7310155516896,23.1460091601537,21.597706182043,18.1122594332562
684,24.1286651009288,23.5653182314761,22.0117116334052,18.5295883450428
692,23.9660579039398,23.3695725329095,21.9139641396826,18.6323541356199
700,24.5305621717229,23.9461730698633,22.3304543122233,18.7213299247806
708,23.9681128136938,23.3996005417914,21.8519968200662,18.4704624927244
716,23.6521448529632,23.0709084172489,21.5800817212579,18.1936143443571
724,23.7702556628755,23.2362534720138,21.7128166486431,18.1329177624686
732,23.1208791839344,22.5804501632072,21.1229286193848,17.7598441939114
740,22.7921173452665,22.2576044698001,20.7729824175382,17.4050072331668
748,22.5748551344738,22.0415101197845,20.5795864286369,17.2543018090658
756,23.1931481427987,22.6605308348906,21.1805745050228,17.7813550666724
764,23.7423139044692,23.2086663019724,21.7229768723749,18.2871691781049
772,23.7673077743147,23.2135158637382,21.6946507579122,18.2125723401927
780,24.2451242348335,23.6987769430576,22.1618236270031,18.7829471753296
788,24.1761819210798,23.600410935599,22.1098199902966,18.7374623887366
796,23.1940256363853,22.6515995150838,21.1329401138774,17.6593577635355
